'Elapsed time','ECG'
'0:01.010',1.000
'0:01.015',0.960
'0:01.020',1.000
'0:01.025',1.000
'0:01.030',1.000
'0:01.035',1.000
'0:01.040',1.000
'0:01.045',1.040
'0:01.050',1.040
'0:01.055',1.120
'0:01.060',1.400
'0:01.065',1.640
'0:01.070',1.840
'0:01.075',2.160
'0:01.080',2.320
'0:01.085',2.200
'0:01.090',2.000
'0:01.095',1.520
'0:01.100',1.280
'0:01.105',1.000
'0:01.110',0.920
'0:01.115',0.840
'0:01.120',0.840
'0:01.125',0.800
'0:01.130',0.800
'0:01.135',0.800
'0:01.140',0.800
'0:01.145',0.840
'0:01.150',0.840
'0:01.155',0.840
'0:01.160',0.800
'0:01.165',0.800
'0:01.170',0.840
'0:01.175',0.840
'0:01.180',0.840
'0:01.185',0.840
'0:01.190',0.880
'0:01.195',0.840
'0:01.200',0.840
'0:01.205',0.840
'0:01.210',0.840
'0:01.215',0.840
'0:01.220',0.880
'0:01.225',0.840
'0:01.230',0.880
'0:01.235',0.800
'0:01.240',0.840
'0:01.245',0.840
'0:01.250',0.880
'0:01.255',0.880
'0:01.260',0.880
'0:01.265',0.840
'0:01.270',0.920
'0:01.275',0.880
'0:01.280',0.920
'0:01.285',0.840
'0:01.290',0.880
'0:01.295',0.760
'0:01.300',0.840
'0:01.305',0.960
'0:01.310',0.920
'0:01.315',0.920
'0:01.320',0.920
'0:01.325',0.920
'0:01.330',0.880
'0:01.335',0.920
'0:01.340',0.920
'0:01.345',0.880
'0:01.350',0.920
'0:01.355',0.920
'0:01.360',0.920
'0:01.365',0.960
'0:01.370',1.040
'0:01.375',1.040
'0:01.380',1.040
'0:01.385',0.960
'0:01.390',1.000
'0:01.395',1.000
'0:01.400',1.040
'0:01.405',1.080
'0:01.410',1.000
'0:01.415',1.040
'0:01.420',1.000
'0:01.425',0.960
'0:01.430',1.000
'0:01.435',1.000
'0:01.440',1.000
'0:01.445',1.000
'0:01.450',0.960
'0:01.455',1.000
'0:01.460',0.920
'0:01.465',0.960
'0:01.470',0.960
'0:01.475',0.920
'0:01.480',0.920
'0:01.485',0.920
'0:01.490',0.920
'0:01.495',0.960
'0:01.500',0.960
'0:01.505',0.920
'0:01.510',0.960
'0:01.515',0.880
'0:01.520',0.880
'0:01.525',0.920
'0:01.530',0.920
'0:01.535',1.000
'0:01.540',0.960
'0:01.545',0.920
'0:01.550',0.920
'0:01.555',0.920
'0:01.560',0.960
'0:01.565',1.000
'0:01.570',0.960
'0:01.575',1.000
'0:01.580',1.000
'0:01.585',0.960
'0:01.590',0.960
'0:01.595',0.960
'0:01.600',1.000
'0:01.605',0.960
'0:01.610',0.920
'0:01.615',0.960
'0:01.620',1.000
'0:01.625',1.000
'0:01.630',1.040
'0:01.635',1.040
'0:01.640',1.040
'0:01.645',0.960
'0:01.650',1.000
'0:01.655',1.000
'0:01.660',1.080
'0:01.665',1.000
'0:01.670',1.000
'0:01.675',0.960
'0:01.680',1.000
'0:01.685',0.960
'0:01.690',1.000
'0:01.695',1.000
'0:01.700',0.960
'0:01.705',1.000
'0:01.710',0.960
'0:01.715',1.000
'0:01.720',1.000
'0:01.725',1.040
'0:01.730',1.000
'0:01.735',1.000
'0:01.740',1.040
'0:01.745',1.040
'0:01.750',1.080
'0:01.755',1.040
'0:01.760',1.000
'0:01.765',1.000
'0:01.770',1.000
'0:01.775',1.000
'0:01.780',1.000
'0:01.785',1.040
'0:01.790',1.040
'0:01.795',1.000
'0:01.800',0.920
'0:01.805',1.000
'0:01.810',1.000
'0:01.815',0.960
'0:01.820',1.040
'0:01.825',1.000
'0:01.830',1.040
'0:01.835',1.000
'0:01.840',1.040
'0:01.845',1.040
'0:01.850',1.040
'0:01.855',1.040
'0:01.860',1.040
'0:01.865',1.040
'0:01.870',1.000
'0:01.875',0.960
'0:01.880',0.960
'0:01.885',1.000
'0:01.890',1.000
'0:01.895',1.000
'0:01.900',1.000
'0:01.905',1.080
'0:01.910',1.080
'0:01.915',1.120
'0:01.920',1.040
'0:01.925',1.040
'0:01.930',1.040
'0:01.935',1.040
'0:01.940',1.040
'0:01.945',1.080
'0:01.950',1.120
'0:01.955',1.120
'0:01.960',1.120
'0:01.965',1.040
'0:01.970',1.040
'0:01.975',1.000
'0:01.980',1.000
'0:01.985',1.000
'0:01.990',0.960
'0:01.995',0.960
'0:02.000',1.000
'0:02.005',1.000
'0:02.010',1.040
'0:02.015',1.040
'0:02.020',1.040
'0:02.025',0.960
'0:02.030',0.960
'0:02.035',0.920
'0:02.040',0.960
'0:02.045',1.000
'0:02.050',1.160
'0:02.055',1.280
'0:02.060',1.520
'0:02.065',1.760
'0:02.070',2.040
'0:02.075',2.240
'0:02.080',2.200
'0:02.085',2.080
'0:02.090',1.640
'0:02.095',1.360
'0:02.100',1.120
'0:02.105',0.960
'0:02.110',0.880
'0:02.115',0.840
'0:02.120',0.840
'0:02.125',0.840
'0:02.130',0.800
'0:02.135',0.840
'0:02.140',0.800
'0:02.145',0.840
'0:02.150',0.840
'0:02.155',0.840
'0:02.160',0.840
'0:02.165',0.880
'0:02.170',0.800
'0:02.175',0.840
'0:02.180',0.880
'0:02.185',0.880
'0:02.190',0.840
'0:02.195',0.800
'0:02.200',0.880
'0:02.205',0.840
'0:02.210',0.880
'0:02.215',0.880
'0:02.220',0.920
'0:02.225',0.880
'0:02.230',0.920
'0:02.235',0.920
'0:02.240',0.920
'0:02.245',0.880
'0:02.250',0.880
'0:02.255',0.880
'0:02.260',0.880
'0:02.265',0.920
'0:02.270',0.880
'0:02.275',0.880
'0:02.280',0.880
'0:02.285',0.840
'0:02.290',0.880
'0:02.295',0.880
'0:02.300',0.840
'0:02.305',0.880
'0:02.310',0.880
'0:02.315',0.920
'0:02.320',0.960
'0:02.325',0.920
'0:02.330',0.920
'0:02.335',0.880
'0:02.340',0.960
'0:02.345',0.880
'0:02.350',0.960
'0:02.355',0.960
'0:02.360',1.000
'0:02.365',0.960
'0:02.370',1.000
'0:02.375',1.000
'0:02.380',0.960
'0:02.385',1.000
'0:02.390',1.000
'0:02.395',1.000
'0:02.400',1.040
'0:02.405',1.040
'0:02.410',1.080
'0:02.415',1.040
'0:02.420',1.040
'0:02.425',1.040
'0:02.430',1.000
'0:02.435',1.000
'0:02.440',0.960
'0:02.445',0.920
'0:02.450',0.960
'0:02.455',0.960
'0:02.460',0.960
'0:02.465',0.920
'0:02.470',0.880
'0:02.475',0.920
'0:02.480',0.920
'0:02.485',1.000
'0:02.490',0.960
'0:02.495',0.960
'0:02.500',0.920
'0:02.505',0.920
'0:02.510',1.000
'0:02.515',0.920
'0:02.520',0.960
'0:02.525',0.960
'0:02.530',1.000
'0:02.535',0.960
'0:02.540',0.960
'0:02.545',0.960
'0:02.550',0.920
'0:02.555',1.000
'0:02.560',0.920
'0:02.565',0.960
'0:02.570',1.000
'0:02.575',0.920
'0:02.580',0.960
'0:02.585',0.960
'0:02.590',1.000
'0:02.595',1.000
'0:02.600',1.000
'0:02.605',1.000
'0:02.610',1.040
'0:02.615',1.040
'0:02.620',1.000
'0:02.625',1.040
'0:02.630',1.080
'0:02.635',1.040
'0:02.640',1.000
'0:02.645',1.000
'0:02.650',1.000
'0:02.655',1.000
'0:02.660',1.040
'0:02.665',1.000
'0:02.670',0.960
'0:02.675',1.000
'0:02.680',1.000
'0:02.685',1.000
'0:02.690',0.960
'0:02.695',1.000
'0:02.700',1.000
'0:02.705',1.040
'0:02.710',1.000
'0:02.715',1.000
'0:02.720',0.960
'0:02.725',0.960
'0:02.730',1.040
'0:02.735',0.960
'0:02.740',1.040
'0:02.745',1.040
'0:02.750',1.040
'0:02.755',1.040
'0:02.760',1.000
'0:02.765',1.000
'0:02.770',1.000
'0:02.775',1.000
'0:02.780',1.000
'0:02.785',1.000
'0:02.790',1.040
'0:02.795',1.000
'0:02.800',0.960
'0:02.805',1.000
'0:02.810',1.000
'0:02.815',1.040
'0:02.820',1.000
'0:02.825',1.000
'0:02.830',1.000
'0:02.835',1.080
'0:02.840',1.040
'0:02.845',1.040
'0:02.850',1.000
'0:02.855',1.040
'0:02.860',1.080
'0:02.865',1.000
'0:02.870',1.000
'0:02.875',0.960
'0:02.880',0.960
'0:02.885',1.080
'0:02.890',1.040
'0:02.895',1.000
'0:02.900',1.040
'0:02.905',0.960
'0:02.910',1.000
'0:02.915',1.000
'0:02.920',1.040
'0:02.925',1.040
'0:02.930',1.000
'0:02.935',1.040
'0:02.940',1.040
'0:02.945',1.080
'0:02.950',1.120
'0:02.955',1.120
'0:02.960',1.120
'0:02.965',1.080
'0:02.970',1.080
'0:02.975',1.040
'0:02.980',1.000
'0:02.985',1.000
'0:02.990',0.920
'0:02.995',1.040
'0:03.000',0.960
'0:03.005',1.000
'0:03.010',0.960
'0:03.015',1.000
'0:03.020',1.000
'0:03.025',0.960
'0:03.030',0.960
'0:03.035',0.920
'0:03.040',1.000
'0:03.045',1.000
'0:03.050',1.000
'0:03.055',0.960
'0:03.060',1.120
'0:03.065',1.360
'0:03.070',1.560
'0:03.075',1.880
'0:03.080',2.080
'0:03.085',2.320
'0:03.090',2.280
'0:03.095',2.160
'0:03.100',1.680
'0:03.105',1.320
'0:03.110',1.080
'0:03.115',0.920
'0:03.120',0.880
'0:03.125',0.800
'0:03.130',0.840
'0:03.135',0.760
'0:03.140',0.800
'0:03.145',0.800
'0:03.150',0.800
'0:03.155',0.800
'0:03.160',0.800
'0:03.165',0.840
'0:03.170',0.800
'0:03.175',0.840
'0:03.180',0.840
'0:03.185',0.880
'0:03.190',0.840
'0:03.195',0.880
'0:03.200',0.800
'0:03.205',0.800
'0:03.210',0.840
'0:03.215',0.880
'0:03.220',0.840
'0:03.225',0.800
'0:03.230',0.840
'0:03.235',0.840
'0:03.240',0.840
'0:03.245',0.840
'0:03.250',0.840
'0:03.255',0.880
'0:03.260',0.880
'0:03.265',0.840
'0:03.270',0.920
'0:03.275',0.880
'0:03.280',0.920
'0:03.285',0.920
'0:03.290',0.840
'0:03.295',0.880
'0:03.300',0.840
'0:03.305',0.880
'0:03.310',0.920
'0:03.315',0.880
'0:03.320',0.840
'0:03.325',0.880
'0:03.330',0.840
'0:03.335',0.840
'0:03.340',0.840
'0:03.345',0.920
'0:03.350',0.880
'0:03.355',0.880
'0:03.360',0.920
'0:03.365',0.960
'0:03.370',1.000
'0:03.375',0.960
'0:03.380',0.960
'0:03.385',0.920
'0:03.390',1.000
'0:03.395',0.960
'0:03.400',1.040
'0:03.405',1.000
'0:03.410',1.040
'0:03.415',1.000
'0:03.420',1.040
'0:03.425',0.960
'0:03.430',0.960
'0:03.435',1.000
'0:03.440',0.960
'0:03.445',0.960
'0:03.450',0.920
'0:03.455',0.880
'0:03.460',0.920
'0:03.465',1.000
'0:03.470',0.960
'0:03.475',1.000
'0:03.480',1.000
'0:03.485',0.920
'0:03.490',0.920
'0:03.495',0.920
'0:03.500',0.960
'0:03.505',0.960
'0:03.510',0.920
'0:03.515',0.960
'0:03.520',0.880
'0:03.525',0.960
'0:03.530',0.920
'0:03.535',0.960
'0:03.540',0.880
'0:03.545',0.880
'0:03.550',0.920
'0:03.555',1.000
'0:03.560',0.960
'0:03.565',0.960
'0:03.570',0.960
'0:03.575',0.960
'0:03.580',0.960
'0:03.585',0.920
'0:03.590',0.960
'0:03.595',0.960
'0:03.600',0.920
'0:03.605',0.960
'0:03.610',0.960
'0:03.615',1.000
'0:03.620',1.000
'0:03.625',0.960
'0:03.630',0.920
'0:03.635',0.960
'0:03.640',1.000
'0:03.645',0.960
'0:03.650',0.960
'0:03.655',1.000
'0:03.660',1.040
'0:03.665',1.000
'0:03.670',1.040
'0:03.675',1.000
'0:03.680',1.000
'0:03.685',1.000
'0:03.690',1.000
'0:03.695',0.960
'0:03.700',1.000
'0:03.705',0.960
'0:03.710',0.960
'0:03.715',1.080
'0:03.720',1.080
'0:03.725',0.960
'0:03.730',0.960
'0:03.735',1.000
'0:03.740',0.880
'0:03.745',0.960
'0:03.750',1.000
'0:03.755',1.000
'0:03.760',1.000
'0:03.765',1.000
'0:03.770',1.000
'0:03.775',1.000
'0:03.780',1.000
'0:03.785',1.080
'0:03.790',1.000
'0:03.795',1.000
'0:03.800',1.040
'0:03.805',1.000
'0:03.810',1.000
'0:03.815',0.960
'0:03.820',1.000
'0:03.825',0.960
'0:03.830',1.000
'0:03.835',0.960
'0:03.840',1.000
'0:03.845',1.040
'0:03.850',1.040
'0:03.855',0.960
'0:03.860',1.040
'0:03.865',1.000
'0:03.870',1.000
'0:03.875',1.000
'0:03.880',1.000
'0:03.885',1.000
'0:03.890',1.040
'0:03.895',1.040
'0:03.900',1.000
'0:03.905',1.040
'0:03.910',1.000
'0:03.915',1.000
'0:03.920',1.040
'0:03.925',1.000
'0:03.930',1.080
'0:03.935',1.040
'0:03.940',1.040
'0:03.945',1.040
'0:03.950',1.080
'0:03.955',1.080
'0:03.960',1.080
'0:03.965',1.120
'0:03.970',1.120
'0:03.975',1.040
'0:03.980',1.040
'0:03.985',0.960
'0:03.990',1.000
'0:03.995',1.000
'0:04.000',1.000
'0:04.005',1.000
'0:04.010',1.000
'0:04.015',1.040
'0:04.020',1.040
'0:04.025',0.960
'0:04.030',1.000
'0:04.035',1.000
'0:04.040',1.040
'0:04.045',0.920
'0:04.050',0.920
'0:04.055',1.000
'0:04.060',1.040
'0:04.065',1.080
'0:04.070',1.240
'0:04.075',1.440
'0:04.080',1.640
'0:04.085',1.920
'0:04.090',2.160
'0:04.095',2.240
'0:04.100',2.120
'0:04.105',1.640
'0:04.110',1.320
'0:04.115',1.160
'0:04.120',1.000
'0:04.125',0.880
'0:04.130',0.840
'0:04.135',0.880
'0:04.140',0.840
'0:04.145',0.800
'0:04.150',0.840
'0:04.155',0.840
'0:04.160',0.880
'0:04.165',0.840
'0:04.170',0.800
'0:04.175',0.840
'0:04.180',0.840
'0:04.185',0.800
'0:04.190',0.880
'0:04.195',0.800
'0:04.200',0.840
'0:04.205',0.880
'0:04.210',0.920
'0:04.215',0.880
'0:04.220',0.880
'0:04.225',0.880
'0:04.230',0.880
'0:04.235',0.840
'0:04.240',0.920
'0:04.245',0.880
'0:04.250',0.880
'0:04.255',0.880
'0:04.260',0.880
'0:04.265',0.960
'0:04.270',0.920
'0:04.275',0.880
'0:04.280',0.880
'0:04.285',0.880
'0:04.290',0.920
'0:04.295',0.920
'0:04.300',0.920
'0:04.305',0.920
'0:04.310',0.880
'0:04.315',0.920
'0:04.320',0.880
'0:04.325',0.880
'0:04.330',0.960
'0:04.335',0.880
'0:04.340',0.920
'0:04.345',0.920
'0:04.350',0.960
'0:04.355',1.000
'0:04.360',1.000
'0:04.365',0.960
'0:04.370',0.960
'0:04.375',0.960
'0:04.380',0.960
'0:04.385',1.000
'0:04.390',1.040
'0:04.395',1.000
'0:04.400',1.000
'0:04.405',1.000
'0:04.410',1.000
'0:04.415',1.000
'0:04.420',1.000
'0:04.425',1.040
'0:04.430',1.040
'0:04.435',1.000
'0:04.440',1.000
'0:04.445',1.040
'0:04.450',1.000
'0:04.455',0.960
'0:04.460',1.000
'0:04.465',0.960
'0:04.470',0.920
'0:04.475',1.000
'0:04.480',0.960
'0:04.485',0.960
'0:04.490',0.960
'0:04.495',0.960
'0:04.500',0.920
'0:04.505',0.880
'0:04.510',0.960
'0:04.515',0.920
'0:04.520',0.920
'0:04.525',0.960
'0:04.530',0.960
'0:04.535',0.880
'0:04.540',0.920
'0:04.545',0.920
'0:04.550',0.960
'0:04.555',1.000
'0:04.560',0.920
'0:04.565',0.960
'0:04.570',0.920
'0:04.575',1.000
'0:04.580',0.960
'0:04.585',0.960
'0:04.590',0.960
'0:04.595',0.920
'0:04.600',0.960
'0:04.605',0.960
'0:04.610',0.920
'0:04.615',0.920
'0:04.620',1.000
'0:04.625',0.960
'0:04.630',1.000
'0:04.635',0.960
'0:04.640',1.000
'0:04.645',1.000
'0:04.650',1.040
'0:04.655',1.000
'0:04.660',0.960
'0:04.665',1.080
'0:04.670',1.000
'0:04.675',1.000
'0:04.680',0.960
'0:04.685',0.960
'0:04.690',0.960
'0:04.695',0.960
'0:04.700',0.960
'0:04.705',1.000
'0:04.710',1.040
'0:04.715',1.000
'0:04.720',1.080
'0:04.725',1.000
'0:04.730',0.960
'0:04.735',0.960
'0:04.740',1.040
'0:04.745',1.040
'0:04.750',1.000
'0:04.755',0.960
'0:04.760',0.960
'0:04.765',0.960
'0:04.770',0.960
'0:04.775',1.000
'0:04.780',1.000
'0:04.785',1.040
'0:04.790',1.000
'0:04.795',1.000
'0:04.800',0.960
'0:04.805',1.000
'0:04.810',1.000
'0:04.815',0.960
'0:04.820',1.000
'0:04.825',0.960
'0:04.830',0.960
'0:04.835',0.960
'0:04.840',1.000
'0:04.845',1.000
'0:04.850',1.000
'0:04.855',1.040
'0:04.860',1.000
'0:04.865',1.040
'0:04.870',1.040
'0:04.875',1.000
'0:04.880',1.040
'0:04.885',1.000
'0:04.890',0.920
'0:04.895',0.920
'0:04.900',0.960
'0:04.905',0.960
'0:04.910',1.040
'0:04.915',1.040
'0:04.920',1.000
'0:04.925',0.960
'0:04.930',1.000
'0:04.935',0.960
'0:04.940',0.960
'0:04.945',0.960
'0:04.950',0.960
'0:04.955',1.000
'0:04.960',1.040
'0:04.965',1.080
'0:04.970',1.120
'0:04.975',1.120
'0:04.980',1.080
'0:04.985',1.080
'0:04.990',1.120
'0:04.995',1.120
'0:05.000',1.120
'0:05.005',1.040
'0:05.010',1.000
'0:05.015',1.000
'0:05.020',1.000
'0:05.025',1.000
'0:05.030',1.040
'0:05.035',1.000
'0:05.040',1.040
'0:05.045',0.960
'0:05.050',0.960
'0:05.055',0.920
'0:05.060',0.960
'0:05.065',1.040
'0:05.070',1.040
'0:05.075',1.040
'0:05.080',1.000
'0:05.085',1.000
'0:05.090',1.240
'0:05.095',1.160
'0:05.100',1.680
'0:05.105',1.640
'0:05.110',1.920
'0:05.115',2.280
'0:05.120',2.360
'0:05.125',2.320
'0:05.130',1.760
'0:05.135',1.400
'0:05.140',1.160
'0:05.145',0.920
'0:05.150',0.880
'0:05.155',0.800
'0:05.160',0.840
'0:05.165',0.760
'0:05.170',0.760
'0:05.175',0.800
'0:05.180',0.840
'0:05.185',0.800
'0:05.190',0.800
'0:05.195',0.800
'0:05.200',0.840
'0:05.205',0.880
'0:05.210',0.760
'0:05.215',1.000
'0:05.220',0.840
'0:05.225',0.760
'0:05.230',0.760
'0:05.235',0.720
'0:05.240',0.840
'0:05.245',1.000
'0:05.250',0.920
'0:05.255',0.840
'0:05.260',0.960
'0:05.265',0.880
'0:05.270',0.880
'0:05.275',0.800
'0:05.280',0.840
'0:05.285',0.880
'0:05.290',0.880
'0:05.295',0.960
'0:05.300',0.880
'0:05.305',0.920
'0:05.310',0.880
'0:05.315',0.880
'0:05.320',0.880
'0:05.325',0.960
'0:05.330',0.880
'0:05.335',0.840
'0:05.340',0.840
'0:05.345',0.920
'0:05.350',0.800
'0:05.355',0.840
'0:05.360',0.760
'0:05.365',0.840
'0:05.370',0.920
'0:05.375',0.920
'0:05.380',0.880
'0:05.385',0.880
'0:05.390',0.880
'0:05.395',0.960
'0:05.400',0.880
'0:05.405',0.960
'0:05.410',0.960
'0:05.415',1.000
'0:05.420',1.000
'0:05.425',1.080
'0:05.430',1.120
'0:05.435',1.120
'0:05.440',1.000
'0:05.445',1.080
'0:05.450',1.080
'0:05.455',1.080
'0:05.460',1.040
'0:05.465',1.000
'0:05.470',1.000
'0:05.475',1.000
'0:05.480',0.960
'0:05.485',1.000
'0:05.490',0.960
'0:05.495',0.960
'0:05.500',0.960
'0:05.505',1.000
'0:05.510',0.920
'0:05.515',0.960
'0:05.520',1.000
'0:05.525',1.000
'0:05.530',1.040
'0:05.535',1.160
'0:05.540',1.080
'0:05.545',1.000
'0:05.550',0.800
'0:05.555',1.000
'0:05.560',0.840
'0:05.565',0.920
'0:05.570',0.960
'0:05.575',1.000
'0:05.580',1.000
'0:05.585',0.920
'0:05.590',0.960
'0:05.595',1.000
'0:05.600',0.840
'0:05.605',0.960
'0:05.610',1.040
'0:05.615',0.960
'0:05.620',0.880
'0:05.625',0.880
'0:05.630',0.920
'0:05.635',1.040
'0:05.640',0.960
'0:05.645',0.960
'0:05.650',1.040
'0:05.655',1.120
'0:05.660',1.000
'0:05.665',1.000
'0:05.670',0.920
'0:05.675',0.960
'0:05.680',0.920
'0:05.685',0.920
'0:05.690',0.960
'0:05.695',0.960
'0:05.700',1.040
'0:05.705',1.080
'0:05.710',1.000
'0:05.715',1.000
'0:05.720',1.000
'0:05.725',1.040
'0:05.730',1.040
'0:05.735',1.000
'0:05.740',1.040
'0:05.745',1.080
'0:05.750',1.080
'0:05.755',1.040
'0:05.760',1.040
'0:05.765',1.000
'0:05.770',0.960
'0:05.775',0.960
'0:05.780',1.080
'0:05.785',1.160
'0:05.790',1.080
'0:05.795',1.040
'0:05.800',1.120
'0:05.805',1.040
'0:05.810',1.080
'0:05.815',1.040
'0:05.820',1.000
'0:05.825',1.000
'0:05.830',1.000
'0:05.835',1.040
'0:05.840',1.040
'0:05.845',1.160
'0:05.850',1.000
'0:05.855',1.040
'0:05.860',0.800
'0:05.865',0.960
'0:05.870',0.960
'0:05.875',1.000
'0:05.880',1.160
'0:05.885',1.000
'0:05.890',1.120
'0:05.895',1.000
'0:05.900',0.960
'0:05.905',1.040
'0:05.910',1.120
'0:05.915',1.040
'0:05.920',1.080
'0:05.925',1.040
'0:05.930',1.080
'0:05.935',1.200
'0:05.940',0.920
'0:05.945',0.960
'0:05.950',1.080
'0:05.955',0.960
'0:05.960',1.040
'0:05.965',1.080
'0:05.970',1.080
'0:05.975',1.160
'0:05.980',1.040
'0:05.985',1.240
'0:05.990',1.040
'0:05.995',1.120
'0:06.000',1.160
'0:06.005',1.120
'0:06.010',1.120
'0:06.015',1.080
'0:06.020',1.000
'0:06.025',1.000
'0:06.030',1.040
'0:06.035',1.080
'0:06.040',1.120
'0:06.045',1.080
'0:06.050',1.040
'0:06.055',1.080
'0:06.060',0.920
'0:06.065',1.040
'0:06.070',0.960
'0:06.075',1.040
'0:06.080',1.080
'0:06.085',0.880
'0:06.090',1.000
'0:06.095',1.000
'0:06.100',1.120
'0:06.105',1.560
'0:06.110',1.760
'0:06.115',1.800
'0:06.120',2.160
'0:06.125',2.480
'0:06.130',2.520
'0:06.135',2.600
'0:06.140',1.760
'0:06.145',1.480
'0:06.150',1.240
'0:06.155',1.040
'0:06.160',0.920
'0:06.165',0.720
'0:06.170',0.800
'0:06.175',0.800
'0:06.180',0.800
'0:06.185',0.800
'0:06.190',0.800
'0:06.195',0.760
'0:06.200',0.800
'0:06.205',0.840
'0:06.210',0.800
'0:06.215',0.760
'0:06.220',0.880
'0:06.225',0.840
'0:06.230',0.720
'0:06.235',0.760
'0:06.240',0.840
'0:06.245',0.920
'0:06.250',0.920
'0:06.255',0.840
'0:06.260',0.880
'0:06.265',0.800
'0:06.270',0.880
'0:06.275',0.840
'0:06.280',0.840
'0:06.285',0.880
'0:06.290',0.800
'0:06.295',0.920
'0:06.300',1.040
'0:06.305',0.840
'0:06.310',0.760
'0:06.315',0.840
'0:06.320',0.840
'0:06.325',0.920
'0:06.330',0.960
'0:06.335',0.880
