'Elapsed time','ECG'
'0:00.765',2.200
'0:00.770',2.200
'0:00.775',2.500
'0:00.780',2.900
'0:00.785',3.000
'0:00.790',3.300
'0:00.795',3.200
'0:00.800',2.800
'0:00.805',1.900
'0:00.810',2.000
'0:00.815',1.300
'0:00.820',1.400
'0:00.825',1.800
'0:00.830',2.200
'0:00.835',2.100
'0:00.840',2.400
'0:00.845',2.500
'0:00.850',2.300
'0:00.855',2.400
'0:00.860',2.500
'0:00.865',2.300
'0:00.870',2.300
'0:00.875',2.600
'0:00.880',2.400
'0:00.885',2.300
'0:00.890',2.600
'0:00.895',2.500
'0:00.900',2.400
'0:00.905',2.400
'0:00.910',2.500
'0:00.915',2.300
'0:00.920',2.400
'0:00.925',2.600
'0:00.930',2.400
'0:00.935',2.300
'0:00.940',2.500
'0:00.945',2.400
'0:00.950',2.300
'0:00.955',2.400
'0:00.960',2.500
'0:00.965',2.300
'0:00.970',2.400
'0:00.975',2.600
'0:00.980',2.500
'0:00.985',2.300
'0:00.990',2.600
'0:00.995',2.600
'0:01.000',2.400
'0:01.005',2.600
'0:01.010',2.800
'0:01.015',2.400
'0:01.020',2.500
'0:01.025',2.700
'0:01.030',2.600
'0:01.035',2.400
'0:01.040',2.700
'0:01.045',2.600
'0:01.050',2.400
'0:01.055',2.600
'0:01.060',2.600
'0:01.065',2.400
'0:01.070',2.300
'0:01.075',2.600
'0:01.080',2.400
'0:01.085',2.200
'0:01.090',2.400
'0:01.095',2.400
'0:01.100',2.200
'0:01.105',2.200
'0:01.110',2.300
'0:01.115',2.100
'0:01.120',2.100
'0:01.125',2.300
'0:01.130',2.200
'0:01.135',2.100
'0:01.140',2.200
'0:01.145',2.300
'0:01.150',2.100
'0:01.155',2.300
'0:01.160',2.400
'0:01.165',2.200
'0:01.170',2.300
'0:01.175',2.400
'0:01.180',2.200
'0:01.185',2.200
'0:01.190',2.400
'0:01.195',2.400
'0:01.200',2.200
'0:01.205',2.300
'0:01.210',2.300
'0:01.215',2.200
'0:01.220',2.200
'0:01.225',2.400
'0:01.230',2.300
'0:01.235',2.100
'0:01.240',2.400
'0:01.245',2.400
'0:01.250',2.100
'0:01.255',2.300
'0:01.260',2.300
'0:01.265',2.100
'0:01.270',2.200
'0:01.275',2.300
'0:01.280',2.200
'0:01.285',2.000
'0:01.290',2.300
'0:01.295',2.300
'0:01.300',2.200
'0:01.305',2.300
'0:01.310',2.300
'0:01.315',2.100
'0:01.320',2.100
'0:01.325',2.400
'0:01.330',2.200
'0:01.335',2.100
'0:01.340',2.400
'0:01.345',2.300
'0:01.350',2.100
'0:01.355',2.300
'0:01.360',2.300
'0:01.365',2.200
'0:01.370',2.100
'0:01.375',2.300
'0:01.380',2.200
'0:01.385',2.000
'0:01.390',2.200
'0:01.395',2.300
'0:01.400',2.100
'0:01.405',2.300
'0:01.410',2.300
'0:01.415',2.200
'0:01.420',2.300
'0:01.425',2.500
'0:01.430',2.400
'0:01.435',2.200
'0:01.440',2.300
'0:01.445',2.200
'0:01.450',1.900
'0:01.455',2.200
'0:01.460',2.300
'0:01.465',2.100
'0:01.470',2.100
'0:01.475',2.200
'0:01.480',2.200
'0:01.485',2.000
'0:01.490',2.300
'0:01.495',2.400
'0:01.500',2.200
'0:01.505',2.200
'0:01.510',2.300
'0:01.515',2.200
'0:01.520',2.400
'0:01.525',2.500
'0:01.530',2.300
'0:01.535',2.300
'0:01.540',2.500
'0:01.545',2.400
'0:01.550',2.200
'0:01.555',2.500
'0:01.560',2.500
'0:01.565',2.300
'0:01.570',2.300
'0:01.575',2.500
'0:01.580',2.300
'0:01.585',2.200
'0:01.590',2.600
'0:01.595',2.800
'0:01.600',2.800
'0:01.605',3.200
'0:01.610',3.400
'0:01.615',3.400
'0:01.620',2.900
'0:01.625',2.900
'0:01.630',1.900
'0:01.635',1.600
'0:01.640',2.000
'0:01.645',2.100
'0:01.650',2.200
'0:01.655',2.500
'0:01.660',2.600
'0:01.665',2.400
'0:01.670',2.300
'0:01.675',2.600
'0:01.680',2.500
'0:01.685',2.400
'0:01.690',2.500
'0:01.695',2.500
'0:01.700',2.400
'0:01.705',2.600
'0:01.710',2.600
'0:01.715',2.500
'0:01.720',2.500
'0:01.725',2.700
'0:01.730',2.500
'0:01.735',2.400
'0:01.740',2.700
'0:01.745',2.500
'0:01.750',2.400
'0:01.755',2.600
'0:01.760',2.600
'0:01.765',2.500
'0:01.770',2.400
'0:01.775',2.700
'0:01.780',2.500
'0:01.785',2.500
'0:01.790',2.700
'0:01.795',2.500
'0:01.800',2.400
'0:01.805',2.700
'0:01.810',2.700
'0:01.815',2.600
'0:01.820',2.600
'0:01.825',2.800
'0:01.830',2.700
'0:01.835',2.600
'0:01.840',2.800
'0:01.845',2.800
'0:01.850',2.600
'0:01.855',2.800
'0:01.860',2.900
'0:01.865',2.700
'0:01.870',2.800
'0:01.875',2.900
'0:01.880',2.700
'0:01.885',2.600
'0:01.890',2.700
'0:01.895',2.600
'0:01.900',2.400
'0:01.905',2.600
'0:01.910',2.600
'0:01.915',2.400
'0:01.920',2.400
'0:01.925',2.600
'0:01.930',2.400
'0:01.935',2.300
'0:01.940',2.500
'0:01.945',2.400
'0:01.950',2.200
'0:01.955',2.400
'0:01.960',2.500
'0:01.965',2.300
'0:01.970',2.400
'0:01.975',2.500
'0:01.980',2.400
'0:01.985',2.300
'0:01.990',2.400
'0:01.995',2.400
'0:02.000',2.300
'0:02.005',2.400
'0:02.010',2.600
'0:02.015',2.300
'0:02.020',2.400
'0:02.025',2.600
'0:02.030',2.500
'0:02.035',2.300
'0:02.040',2.500
'0:02.045',2.500
'0:02.050',2.300
'0:02.055',2.500
'0:02.060',2.500
'0:02.065',2.300
'0:02.070',2.300
'0:02.075',2.500
'0:02.080',2.300
'0:02.085',2.300
'0:02.090',2.500
'0:02.095',2.400
'0:02.100',2.400
'0:02.105',2.500
'0:02.110',2.500
'0:02.115',2.300
'0:02.120',2.400
'0:02.125',2.600
'0:02.130',2.400
'0:02.135',2.400
'0:02.140',2.700
'0:02.145',2.500
'0:02.150',2.300
'0:02.155',2.500
'0:02.160',2.600
'0:02.165',2.300
'0:02.170',2.400
'0:02.175',2.700
'0:02.180',2.400
'0:02.185',2.400
'0:02.190',2.600
'0:02.195',2.500
'0:02.200',2.300
'0:02.205',2.500
'0:02.210',2.600
'0:02.215',2.400
'0:02.220',2.500
'0:02.225',2.600
'0:02.230',2.500
'0:02.235',2.400
'0:02.240',2.700
'0:02.245',2.600
'0:02.250',2.500
'0:02.255',2.700
'0:02.260',2.900
'0:02.265',2.600
'0:02.270',2.500
'0:02.275',2.600
'0:02.280',2.500
'0:02.285',2.300
'0:02.290',2.600
'0:02.295',2.500
'0:02.300',2.400
'0:02.305',2.500
'0:02.310',2.500
'0:02.315',2.200
'0:02.320',2.400
'0:02.325',2.500
'0:02.330',2.400
'0:02.335',2.500
'0:02.340',2.500
'0:02.345',2.500
'0:02.350',2.400
'0:02.355',2.600
'0:02.360',2.700
'0:02.365',2.500
'0:02.370',2.600
'0:02.375',2.700
'0:02.380',2.500
'0:02.385',2.500
'0:02.390',2.600
'0:02.395',2.600
'0:02.400',2.400
'0:02.405',2.700
'0:02.410',2.700
'0:02.415',2.400
'0:02.420',2.500
'0:02.425',2.900
'0:02.430',3.100
'0:02.435',3.500
'0:02.440',3.900
'0:02.445',3.900
'0:02.450',3.700
'0:02.455',3.000
'0:02.460',2.500
'0:02.465',1.700
'0:02.470',1.700
'0:02.475',2.200
'0:02.480',2.300
'0:02.485',2.400
'0:02.490',2.700
'0:02.495',2.600
'0:02.500',2.600
'0:02.505',2.700
'0:02.510',2.600
'0:02.515',2.500
'0:02.520',2.600
'0:02.525',2.700
'0:02.530',2.500
'0:02.535',2.600
'0:02.540',2.700
'0:02.545',2.700
'0:02.550',2.500
'0:02.555',2.600
'0:02.560',2.700
'0:02.565',2.500
'0:02.570',2.600
'0:02.575',2.800
'0:02.580',2.500
'0:02.585',2.500
'0:02.590',2.700
'0:02.595',2.700
'0:02.600',2.600
'0:02.605',2.700
'0:02.610',2.800
'0:02.615',2.600
'0:02.620',2.700
'0:02.625',2.900
'0:02.630',2.600
'0:02.635',2.700
'0:02.640',2.900
'0:02.645',2.800
'0:02.650',2.600
'0:02.655',3.000
'0:02.660',3.000
'0:02.665',2.800
'0:02.670',2.900
'0:02.675',3.000
'0:02.680',2.900
'0:02.685',2.800
'0:02.690',3.000
'0:02.695',3.000
'0:02.700',2.700
'0:02.705',2.900
'0:02.710',3.000
'0:02.715',2.800
'0:02.720',2.800
'0:02.725',2.700
'0:02.730',2.600
'0:02.735',2.400
'0:02.740',2.700
'0:02.745',2.400
'0:02.750',2.300
'0:02.755',2.400
'0:02.760',2.400
'0:02.765',2.200
'0:02.770',2.300
'0:02.775',2.400
'0:02.780',2.400
'0:02.785',2.300
'0:02.790',2.400
'0:02.795',2.300
'0:02.800',2.100
'0:02.805',2.400
'0:02.810',2.500
'0:02.815',2.300
'0:02.820',2.300
'0:02.825',2.400
'0:02.830',2.200
'0:02.835',2.300
'0:02.840',2.500
'0:02.845',2.400
'0:02.850',2.300
'0:02.855',2.500
'0:02.860',2.400
'0:02.865',2.300
'0:02.870',2.500
'0:02.875',2.600
'0:02.880',2.300
'0:02.885',2.400
'0:02.890',2.500
'0:02.895',2.400
'0:02.900',2.300
'0:02.905',2.500
'0:02.910',2.500
'0:02.915',2.300
'0:02.920',2.400
'0:02.925',2.500
'0:02.930',2.200
'0:02.935',2.300
'0:02.940',2.600
'0:02.945',2.400
'0:02.950',2.300
'0:02.955',2.500
'0:02.960',2.500
'0:02.965',2.200
'0:02.970',2.400
'0:02.975',2.600
'0:02.980',2.300
'0:02.985',2.300
'0:02.990',2.500
'0:02.995',2.300
'0:03.000',2.300
'0:03.005',2.400
'0:03.010',2.500
'0:03.015',2.300
'0:03.020',2.400
'0:03.025',2.400
'0:03.030',2.400
'0:03.035',2.300
'0:03.040',2.500
'0:03.045',2.500
'0:03.050',2.200
'0:03.055',2.500
'0:03.060',2.500
'0:03.065',2.400
'0:03.070',2.400
'0:03.075',2.600
'0:03.080',2.500
'0:03.085',2.400
'0:03.090',2.800
'0:03.095',2.500
'0:03.100',2.300
'0:03.105',2.300
'0:03.110',2.300
'0:03.115',2.200
'0:03.120',2.200
'0:03.125',2.300
'0:03.130',2.100
'0:03.135',2.200
'0:03.140',2.400
'0:03.145',2.300
'0:03.150',2.100
'0:03.155',2.300
'0:03.160',2.400
'0:03.165',2.300
'0:03.170',2.300
'0:03.175',2.500
'0:03.180',2.300
'0:03.185',2.300
'0:03.190',2.500
'0:03.195',2.400
'0:03.200',2.200
'0:03.205',2.400
'0:03.210',2.500
'0:03.215',2.300
'0:03.220',2.500
'0:03.225',2.600
'0:03.230',2.300
'0:03.235',2.500
'0:03.240',2.600
'0:03.245',2.400
'0:03.250',2.200
'0:03.255',2.600
'0:03.260',3.100
'0:03.265',3.200
'0:03.270',3.500
'0:03.275',3.500
'0:03.280',3.400
'0:03.285',2.300
'0:03.290',2.300
'0:03.295',1.700
'0:03.300',1.600
'0:03.305',1.800
'0:03.310',2.300
'0:03.315',2.400
'0:03.320',2.400
'0:03.325',2.600
'0:03.330',2.300
'0:03.335',2.300
'0:03.340',2.500
'0:03.345',2.400
'0:03.350',2.300
'0:03.355',2.600
'0:03.360',2.500
'0:03.365',2.200
'0:03.370',2.400
'0:03.375',2.500
'0:03.380',2.300
'0:03.385',2.300
'0:03.390',2.500
'0:03.395',2.300
'0:03.400',2.300
'0:03.405',2.500
'0:03.410',2.400
'0:03.415',2.300
'0:03.420',2.300
'0:03.425',2.600
'0:03.430',2.300
'0:03.435',2.400
'0:03.440',2.600
'0:03.445',2.500
'0:03.450',2.400
'0:03.455',2.500
'0:03.460',2.600
'0:03.465',2.400
'0:03.470',2.600
'0:03.475',2.700
'0:03.480',2.500
'0:03.485',2.500
'0:03.490',2.700
'0:03.495',2.700
'0:03.500',2.500
'0:03.505',2.800
'0:03.510',2.800
'0:03.515',2.600
'0:03.520',2.700
'0:03.525',2.800
'0:03.530',2.600
'0:03.535',2.600
'0:03.540',2.800
'0:03.545',2.600
'0:03.550',2.400
'0:03.555',2.600
'0:03.560',2.500
'0:03.565',2.300
'0:03.570',2.400
'0:03.575',2.400
'0:03.580',2.200
'0:03.585',2.200
'0:03.590',2.400
'0:03.595',2.200
'0:03.600',2.100
'0:03.605',2.300
'0:03.610',2.200
'0:03.615',2.000
'0:03.620',2.100
'0:03.625',2.200
'0:03.630',2.000
'0:03.635',2.100
'0:03.640',2.200
'0:03.645',2.100
'0:03.650',2.100
'0:03.655',2.400
'0:03.660',2.300
'0:03.665',2.100
'0:03.670',2.200
'0:03.675',2.400
'0:03.680',2.000
'0:03.685',2.200
'0:03.690',2.400
'0:03.695',2.200
'0:03.700',2.100
'0:03.705',2.300
'0:03.710',2.300
'0:03.715',2.100
'0:03.720',2.200
'0:03.725',2.300
'0:03.730',2.200
'0:03.735',2.200
'0:03.740',2.400
'0:03.745',2.200
'0:03.750',2.100
'0:03.755',2.300
'0:03.760',2.200
'0:03.765',2.100
'0:03.770',2.100
'0:03.775',2.400
'0:03.780',2.000
'0:03.785',2.100
'0:03.790',2.300
'0:03.795',2.100
'0:03.800',2.100
'0:03.805',2.400
'0:03.810',2.300
'0:03.815',2.100
'0:03.820',2.300
'0:03.825',2.400
'0:03.830',2.100
'0:03.835',2.300
'0:03.840',2.300
'0:03.845',2.200
'0:03.850',2.200
'0:03.855',2.500
'0:03.860',2.400
'0:03.865',2.100
'0:03.870',2.300
'0:03.875',2.400
'0:03.880',2.100
'0:03.885',2.200
'0:03.890',2.400
'0:03.895',2.200
'0:03.900',2.200
'0:03.905',2.400
'0:03.910',2.400
'0:03.915',2.200
'0:03.920',2.400
'0:03.925',2.400
'0:03.930',2.000
'0:03.935',2.100
'0:03.940',2.300
'0:03.945',2.100
'0:03.950',2.000
'0:03.955',2.300
'0:03.960',2.200
'0:03.965',1.900
'0:03.970',2.000
'0:03.975',2.200
'0:03.980',2.000
'0:03.985',2.200
'0:03.990',2.400
'0:03.995',2.300
'0:04.000',2.100
'0:04.005',2.400
'0:04.010',2.400
'0:04.015',2.200
'0:04.020',2.400
'0:04.025',2.400
'0:04.030',2.200
'0:04.035',2.200
'0:04.040',2.400
'0:04.045',2.300
'0:04.050',2.100
'0:04.055',2.400
'0:04.060',2.300
'0:04.065',2.200
'0:04.070',2.200
'0:04.075',2.400
'0:04.080',2.300
'0:04.085',2.800
'0:04.090',3.000
'0:04.095',2.900
'0:04.100',2.900
'0:04.105',2.800
'0:04.110',2.100
'0:04.115',1.600
'0:04.120',1.500
'0:04.125',1.600
'0:04.130',1.700
'0:04.135',2.000
'0:04.140',2.300
'0:04.145',2.200
'0:04.150',2.100
'0:04.155',2.500
'0:04.160',2.400
'0:04.165',2.200
'0:04.170',2.300
'0:04.175',2.600
'0:04.180',2.100
'0:04.185',2.400
'0:04.190',2.500
'0:04.195',2.300
'0:04.200',2.300
'0:04.205',2.600
'0:04.210',2.300
'0:04.215',2.100
'0:04.220',2.300
'0:04.225',2.500
'0:04.230',2.200
'0:04.235',2.300
'0:04.240',2.500
'0:04.245',2.300
'0:04.250',2.300
'0:04.255',2.300
'0:04.260',2.300
'0:04.265',2.200
'0:04.270',2.500
'0:04.275',2.400
'0:04.280',2.200
'0:04.285',2.300
'0:04.290',2.500
'0:04.295',2.400
'0:04.300',2.400
'0:04.305',2.500
'0:04.310',2.600
'0:04.315',2.300
'0:04.320',2.600
'0:04.325',2.600
'0:04.330',2.400
'0:04.335',2.500
'0:04.340',2.700
'0:04.345',2.500
'0:04.350',2.400
'0:04.355',2.700
'0:04.360',2.600
'0:04.365',2.300
'0:04.370',2.500
'0:04.375',2.500
'0:04.380',2.300
'0:04.385',2.400
'0:04.390',2.500
'0:04.395',2.200
'0:04.400',2.200
'0:04.405',2.300
'0:04.410',2.100
'0:04.415',1.900
'0:04.420',2.100
'0:04.425',2.200
'0:04.430',2.000
'0:04.435',2.000
'0:04.440',2.200
'0:04.445',2.000
'0:04.450',1.900
'0:04.455',2.300
'0:04.460',2.100
'0:04.465',2.000
'0:04.470',2.200
'0:04.475',2.300
'0:04.480',2.100
'0:04.485',2.100
'0:04.490',2.300
'0:04.495',2.100
'0:04.500',2.000
'0:04.505',2.300
'0:04.510',2.200
'0:04.515',2.000
'0:04.520',2.100
'0:04.525',2.300
'0:04.530',2.100
'0:04.535',2.200
'0:04.540',2.300
'0:04.545',2.100
'0:04.550',2.100
'0:04.555',2.300
'0:04.560',2.100
'0:04.565',2.000
'0:04.570',2.200
'0:04.575',2.200
'0:04.580',2.000
'0:04.585',2.100
'0:04.590',2.300
'0:04.595',2.100
'0:04.600',2.000
'0:04.605',2.200
'0:04.610',2.100
'0:04.615',2.000
'0:04.620',2.200
'0:04.625',2.200
'0:04.630',2.100
'0:04.635',2.100
'0:04.640',2.300
'0:04.645',2.100
'0:04.650',2.100
'0:04.655',2.300
'0:04.660',2.100
'0:04.665',2.100
'0:04.670',2.200
'0:04.675',2.300
'0:04.680',2.000
'0:04.685',2.200
'0:04.690',2.400
'0:04.695',2.100
'0:04.700',2.200
'0:04.705',2.400
'0:04.710',2.400
'0:04.715',2.200
'0:04.720',2.200
'0:04.725',2.200
'0:04.730',2.000
'0:04.735',2.100
'0:04.740',2.100
'0:04.745',2.000
'0:04.750',2.000
'0:04.755',2.200
'0:04.760',2.100
'0:04.765',1.900
'0:04.770',2.200
'0:04.775',2.200
'0:04.780',2.000
'0:04.785',2.100
'0:04.790',2.200
'0:04.795',2.100
'0:04.800',2.000
'0:04.805',2.200
'0:04.810',2.200
'0:04.815',2.000
'0:04.820',2.200
'0:04.825',2.200
'0:04.830',2.100
'0:04.835',2.200
'0:04.840',2.300
'0:04.845',2.100
'0:04.850',2.100
'0:04.855',2.400
'0:04.860',2.200
'0:04.865',1.900
'0:04.870',2.100
'0:04.875',2.300
'0:04.880',2.600
'0:04.885',3.000
'0:04.890',3.400
'0:04.895',3.300
'0:04.900',3.200
'0:04.905',2.600
'0:04.910',2.000
'0:04.915',1.300
'0:04.920',1.500
'0:04.925',1.800
'0:04.930',1.900
'0:04.935',2.100
'0:04.940',2.400
'0:04.945',2.100
'0:04.950',2.200
'0:04.955',2.400
'0:04.960',2.300
'0:04.965',2.100
'0:04.970',2.400
'0:04.975',2.300
'0:04.980',2.100
'0:04.985',2.200
'0:04.990',2.300
'0:04.995',2.200
'0:05.000',2.200
'0:05.005',2.300
'0:05.010',2.200
'0:05.015',2.100
'0:05.020',2.300
'0:05.025',2.400
'0:05.030',2.100
'0:05.035',2.100
'0:05.040',2.300
'0:05.045',2.000
'0:05.050',2.100
'0:05.055',2.400
'0:05.060',2.200
'0:05.065',2.100
'0:05.070',2.300
'0:05.075',2.300
'0:05.080',2.100
'0:05.085',2.300
'0:05.090',2.400
'0:05.095',2.200
'0:05.100',2.300
'0:05.105',2.400
'0:05.110',2.400
'0:05.115',2.200
'0:05.120',2.500
'0:05.125',2.500
'0:05.130',2.300
'0:05.135',2.400
'0:05.140',2.600
'0:05.145',2.300
'0:05.150',2.400
'0:05.155',2.500
'0:05.160',2.500
'0:05.165',2.200
'0:05.170',2.400
'0:05.175',2.400
'0:05.180',2.100
'0:05.185',2.100
'0:05.190',2.200
'0:05.195',2.000
'0:05.200',2.100
'0:05.205',2.300
'0:05.210',2.100
'0:05.215',1.900
'0:05.220',2.200
'0:05.225',2.100
'0:05.230',2.000
'0:05.235',2.000
'0:05.240',2.200
'0:05.245',2.000
'0:05.250',1.900
'0:05.255',2.200
'0:05.260',2.200
'0:05.265',2.000
'0:05.270',2.100
'0:05.275',2.100
'0:05.280',2.000
'0:05.285',2.000
'0:05.290',2.200
'0:05.295',2.100
'0:05.300',2.000
'0:05.305',2.200
'0:05.310',2.100
'0:05.315',2.000
'0:05.320',2.200
'0:05.325',2.200
'0:05.330',2.000
'0:05.335',2.200
'0:05.340',2.300
'0:05.345',2.100
'0:05.350',2.000
'0:05.355',2.300
'0:05.360',2.100
'0:05.365',2.000
'0:05.370',2.200
'0:05.375',2.200
'0:05.380',2.000
'0:05.385',2.200
'0:05.390',2.200
'0:05.395',2.000
'0:05.400',2.100
'0:05.405',2.300
'0:05.410',2.200
'0:05.415',2.000
'0:05.420',2.200
'0:05.425',2.200
'0:05.430',2.000
'0:05.435',2.100
'0:05.440',2.200
'0:05.445',2.100
'0:05.450',2.100
'0:05.455',2.200
'0:05.460',2.100
'0:05.465',2.100
'0:05.470',2.200
'0:05.475',2.300
'0:05.480',2.000
'0:05.485',2.000
'0:05.490',2.200
'0:05.495',2.000
'0:05.500',2.100
'0:05.505',2.200
'0:05.510',2.100
'0:05.515',2.000
'0:05.520',2.300
'0:05.525',2.200
'0:05.530',2.200
'0:05.535',2.300
'0:05.540',2.400
'0:05.545',2.000
'0:05.550',2.000
'0:05.555',2.100
'0:05.560',2.000
'0:05.565',1.800
'0:05.570',2.100
'0:05.575',2.000
'0:05.580',1.800
'0:05.585',2.000
'0:05.590',2.000
'0:05.595',2.000
'0:05.600',2.000
'0:05.605',2.300
'0:05.610',2.200
'0:05.615',2.000
'0:05.620',2.200
'0:05.625',2.100
'0:05.630',2.100
'0:05.635',2.200
'0:05.640',2.300
'0:05.645',2.100
'0:05.650',2.000
'0:05.655',2.300
'0:05.660',2.300
'0:05.665',2.100
'0:05.670',2.200
'0:05.675',2.300
'0:05.680',2.100
'0:05.685',2.200
'0:05.690',2.200
'0:05.695',2.100
'0:05.700',2.400
'0:05.705',3.200
'0:05.710',3.300
'0:05.715',3.300
'0:05.720',3.500
'0:05.725',3.100
'0:05.730',1.900
'0:05.735',1.700
'0:05.740',1.400
'0:05.745',1.400
'0:05.750',1.800
'0:05.755',2.200
'0:05.760',2.200
'0:05.765',2.200
'0:05.770',2.300
'0:05.775',2.300
'0:05.780',2.200
'0:05.785',2.300
'0:05.790',2.400
'0:05.795',2.200
'0:05.800',2.200
'0:05.805',2.400
'0:05.810',2.300
'0:05.815',2.200
'0:05.820',2.300
'0:05.825',2.300
'0:05.830',2.100
'0:05.835',2.300
'0:05.840',2.300
'0:05.845',2.200
'0:05.850',2.200
'0:05.855',2.400
'0:05.860',2.400
'0:05.865',2.200
'0:05.870',2.400
'0:05.875',2.400
'0:05.880',2.200
'0:05.885',2.300
'0:05.890',2.400
'0:05.895',2.300
'0:05.900',2.200
'0:05.905',2.500
'0:05.910',2.400
'0:05.915',2.300
'0:05.920',2.500
'0:05.925',2.500
'0:05.930',2.400
'0:05.935',2.500
'0:05.940',2.600
'0:05.945',2.300
'0:05.950',2.500
'0:05.955',2.700
'0:05.960',2.600
'0:05.965',2.400
'0:05.970',2.700
'0:05.975',2.600
'0:05.980',2.400
'0:05.985',2.600
'0:05.990',2.600
'0:05.995',2.200
'0:06.000',2.200
'0:06.005',2.400
'0:06.010',2.300
'0:06.015',2.100
'0:06.020',2.200
'0:06.025',2.200
'0:06.030',1.900
'0:06.035',2.200
'0:06.040',2.200
'0:06.045',2.000
'0:06.050',2.000
'0:06.055',2.200
'0:06.060',2.000
'0:06.065',2.000
'0:06.070',2.300
'0:06.075',2.100
'0:06.080',2.000
'0:06.085',2.100
'0:06.090',2.200
'0:06.095',2.000
'0:06.100',2.000
'0:06.105',2.300
'0:06.110',2.000
'0:06.115',2.000
'0:06.120',2.200
'0:06.125',2.300
'0:06.130',1.900
'0:06.135',2.200
'0:06.140',2.300
'0:06.145',2.000
'0:06.150',2.100
'0:06.155',2.300
'0:06.160',2.100
'0:06.165',2.000
'0:06.170',2.200
'0:06.175',2.200
'0:06.180',2.000
'0:06.185',2.200
'0:06.190',2.200
'0:06.195',2.100
'0:06.200',2.100
'0:06.205',2.200
'0:06.210',2.200
'0:06.215',2.000
'0:06.220',2.300
'0:06.225',2.200
'0:06.230',2.000
'0:06.235',2.300
'0:06.240',2.300
'0:06.245',2.000
'0:06.250',2.200
'0:06.255',2.300
'0:06.260',2.200
'0:06.265',2.100
'0:06.270',2.300
'0:06.275',2.200
'0:06.280',2.100
'0:06.285',2.300
'0:06.290',2.400
'0:06.295',2.100
'0:06.300',2.200
'0:06.305',2.400
'0:06.310',2.200
'0:06.315',2.100
'0:06.320',2.200
'0:06.325',2.200
'0:06.330',2.100
'0:06.335',2.200
